ID,premium,risk_type,total_incurred_loss
1150,633.76,A,512.72
1151,9.81,A,9.72
1152,680.0,A,580.72
1153,14.5,A,8.7
1154,606.56,A,502.52
1155,13.0,A,9.2
1156,13.4,A,8.7
1157,13.4,A,9.8
1158,10.35,A,6.75
1159,549.44,A,506.6
1160,11.43,A,7.74
1161,11.9,A,11.0
1162,13.4,A,9.5
1163,10.89,A,11.52
1164,12.5,A,9.9
1165,11.34,A,9.27
1166,12.7,A,11.4
1167,8.64,A,7.38
1168,12.9,A,10.1
1169,575.28,A,537.2
1170,9.99,A,10.17
1171,701.08,A,422.96
1172,684.08,A,427.04
1173,15.9,A,7.8
1174,11.2,A,9.3
1175,669.12,A,558.28
1176,9.63,A,7.92
1177,10.44,A,7.92
1178,11.7,A,12.8
1179,14.7,A,11.1
1180,13.5,A,9.7
1181,13.4,A,11.6
1182,12.5,A,10.6
1183,10.17,A,9.09
1184,14.0,A,8.5
1185,660.96,A,451.52
1186,652.8,A,359.04
1187,16.0,A,10.3
1188,579.36,A,489.6
1189,14.3,A,11.1
1190,470.56,A,471.92
1191,12.9,A,11.2
1192,12.5,A,9.8
1193,14.4,A,7.7
1194,10.89,A,8.64
1195,573.92,A,566.44
1196,11.52,A,10.26
1197,9.99,A,7.47
1198,13.9,A,10.8
1199,650.76,A,465.12
1200,10.5,A,12.3
1201,686.8,A,480.08
1202,618.12,A,487.56
1203,15.7,A,10.8
1204,646.68,A,525.64
1205,12.15,A,8.91
1206,14.3,A,8.7
1207,11.9,A,9.8
1208,573.92,A,421.6
1209,10.35,A,8.55
1210,11.16,A,9.36
1211,12.9,A,10.6
1212,11.07,A,7.38
1213,14.1,A,8.6
1214,11.25,A,9.36
1215,13.5,A,10.0
1216,10.6,A,10.1
1217,612.0,A,531.76
1218,12.0,A,10.0
1219,9.45,A,8.1
1220,12.2,A,12.4
1221,582.08,A,558.28
1222,11.7,A,12.4
1223,10.35,A,5.67
1224,518.16,A,439.96
1225,672.52,A,371.96
1226,12.9,A,9.1
1227,12.2,A,8.3
1228,13.7,A,11.4
1229,562.36,A,552.84
1230,637.84,A,367.88
1231,13.8,A,9.7
1232,605.2,A,405.96
1233,639.2,A,489.6
1234,9.45,A,7.11
1235,12.42,A,9.81
1236,10.5,A,10.2
1237,12.6,A,9.1
1238,608.6,A,507.96
1239,573.24,A,425.68
1240,575.28,A,581.4
1241,13.6,A,9.8
1242,9.81,A,10.44
1243,506.6,A,554.2
1244,13.0,A,10.3
1245,12.0,A,10.5
1246,494.36,A,516.12
1247,11.34,A,8.1
1248,11.43,A,9.63
1249,13.1,A,9.9
1250,11.5,A,8.8
1251,13.23,A,7.83
1252,11.25,A,9.72
1253,13.2,A,10.6
1254,10.17,A,6.84
1255,11.6,A,8.9
1256,11.88,A,7.83
1257,13.5,A,12.5
1258,13.3,A,10.4
1259,610.64,A,480.76
1260,14.5,A,9.6
1261,533.12,A,403.24
1262,11.25,A,7.56
1263,9.72,A,7.92
1264,12.3,A,11.1
1265,605.88,A,405.28
1266,9.45,A,8.46
1267,12.2,A,9.7
1268,11.8,A,9.1
1269,13.0,A,9.7
1270,14.5,A,9.8
1271,10.53,A,10.17
1272,9.45,A,6.75
1273,9.99,A,8.55
1274,644.64,A,550.12
1275,11.52,A,7.2
1276,13.3,A,12.0
1277,12.1,A,8.3
1278,9.54,A,10.62
1279,656.88,A,446.76
1280,11.5,A,10.8
1281,15.3,A,10.7
1282,11.9,A,11.2
1283,13.8,A,9.7
1284,13.7,A,9.0
1285,9.63,A,6.93
1286,13.6,A,10.8
1287,12.4,A,11.2
1288,13.1,A,8.1
1289,9.54,A,6.39
1290,14.3,A,7.5
1291,11.8,A,9.6
1292,498.44,A,498.44
1293,11.43,A,8.1
1294,640.56,A,425.68
1295,599.76,A,539.24
1296,10.98,A,8.73
1297,11.3,A,9.8
1298,13.6,A,8.6
1299,14.2,A,11.5
1300,10.6,A,8.4
1301,13.7,A,10.6
1302,12.6,A,9.99
1303,11.9,A,5.5
1304,12.7,A,10.6
1305,556.24,A,407.32
1306,9.3,A,9.2
1307,12.5,A,12.9
1308,15.1,A,8.0
1309,13.0,A,9.8
1310,12.1,A,11.7
1311,12.4,A,12.6
1312,13.0,A,8.3
1313,11.4,A,11.0
1314,13.23,A,8.46
1315,12.4,A,12.7
1316,13.7,A,7.8
1317,581.4,A,476.0
1318,13.0,A,10.6
1319,14.1,A,10.2
1320,709.24,A,440.64
1321,10.9,A,6.6
1322,579.36,A,518.16
1323,9.45,A,5.76
1324,513.4,A,377.4
1325,13.4,A,12.7
1326,12.1,A,8.6
1327,12.5,A,11.6
1328,529.04,A,443.36
1329,13.1,A,10.3
1330,14.1,A,10.9
1331,10.89,A,8.01
1332,12.9,A,7.8
1333,13.4,A,10.5
1334,588.2,A,493.0
1335,13.3,A,11.7
1336,12.7,A,9.6
1337,14.4,A,12.8
1338,13.4,A,9.6
1339,9.18,A,9.09
1340,12.06,A,7.92
1341,11.7,A,9.0
1342,12.3,A,10.5
1343,607.92,A,648.72
1344,601.8,A,492.32
1345,11.8,A,11.5
1346,10.44,A,8.73
1347,10.8,A,5.94
1348,11.34,A,7.74
1349,506.6,A,434.52
1350,603.16,A,351.56
1351,13.9,A,11.5
1352,12.3,A,9.6
1353,12.9,A,10.7
1354,13.5,A,9.4
1355,15.2,A,9.7
1356,565.76,A,436.56
1357,617.44,A,486.2
1358,10.71,A,7.83
1359,659.6,A,342.72
1360,10.98,A,9.36
1361,9.45,A,9.09
1362,12.3,A,9.6
1363,571.88,A,549.44
1364,13.5,A,7.0
1365,14.4,A,9.1
1366,14.4,A,10.2
1367,14.5,A,9.4
1368,13.7,A,9.5
1369,9.81,A,8.73
1370,13.2,A,10.0
1371,624.24,A,495.04
1372,14.0,A,9.0
1373,641.24,A,572.56
1374,11.7,A,9.63
1375,605.2,A,378.08
1376,13.1,A,11.6
1377,601.12,A,535.84
1378,12.15,A,8.46
1379,13.6,A,10.1
1380,657.56,A,323.0
1381,10.44,A,9.18
1382,13.6,A,9.2
1383,12.1,A,10.0
1384,552.16,A,460.36
1385,12.6,A,10.7
1386,569.84,A,502.52
1387,14.0,A,13.0
1388,620.16,A,493.0
1389,10.35,A,9.18
1390,11.7,A,6.75
1391,601.8,A,504.56
1392,11.5,A,12.2
1393,12.3,A,9.8
1394,10.71,A,8.73
1395,11.25,A,8.01
1396,12.1,A,8.0
1397,11.34,A,9.54
1398,9.72,A,8.91
1399,550.8,A,497.08
1400,14.3,A,9.6
1401,548.76,A,357.0
1402,14.1,A,9.5
1403,9.36,A,8.1
1404,13.14,A,6.39
1405,10.35,A,9.27
1406,13.0,A,8.5
1407,631.04,A,443.36
1408,783.36,A,463.08
1409,646.0,A,579.36
1410,9.27,A,8.28
1411,12.6,A,9.9
1412,10.62,A,10.35
1413,13.6,A,9.8
1414,535.16,A,510.68
1415,14.2,A,6.1
1416,10.98,A,7.38
1417,12.4,A,11.1
1418,12.8,A,11.7
1419,12.24,A,8.91
1420,9.9,A,8.19
1421,587.52,A,438.6
1422,612.0,A,413.44
1423,13.3,A,8.5
1424,10.0,A,6.9
1425,14.2,A,11.1
1426,11.07,A,9.45
1427,12.3,A,12.2
1428,13.2,A,9.9
1429,11.8,A,13.1
1430,12.8,A,8.5
1431,11.5,A,10.1
1432,561.0,A,580.04
1433,12.4,A,11.3
1434,9.99,A,8.1
1435,10.89,A,9.45
1436,14.2,A,11.6
1437,11.16,A,9.27
1438,13.3,A,10.1
1439,15.1,A,9.6
1440,12.3,A,12.5
1441,665.72,A,575.96
1442,13.5,A,12.1
1443,10.98,A,7.65
1444,14.3,A,7.7
1445,624.24,A,391.0
1446,9.27,A,9.63
1447,631.72,A,448.8
1448,9.0,A,9.18
1449,8.73,A,8.91
1450,15.1,A,8.2
1451,10.9,A,9.5
1452,14.0,A,9.8
1453,12.7,A,10.0
1454,8.28,A,8.46
1455,12.4,A,9.4
1456,10.44,A,9.81
1457,518.84,A,560.32
1458,13.7,A,11.3
1459,10.17,A,5.76
1460,527.68,A,545.36
1461,15.4,A,10.8
1462,11.88,A,6.48
1463,586.84,A,459.68
1464,10.08,A,6.93
1465,9.81,A,8.55
1466,9.54,A,9.18
1467,617.44,A,449.48
1468,13.6,A,13.1
1469,14.0,A,10.2
1470,17.0,A,12.0
1471,9.9,A,8.28
1472,11.16,A,8.28
1473,15.9,A,10.2
1474,14.8,A,10.5
1475,12.5,A,8.9
1476,666.4,A,374.68
1477,11.0,A,11.1
1478,12.7,A,11.8
1479,629.68,A,364.48
1480,608.6,A,432.48
1481,11.8,A,8.7
1482,540.6,A,493.0
1483,15.1,A,8.3
1484,579.36,A,499.12
1485,12.1,A,11.3
1486,13.0,A,10.0
1487,12.3,A,11.8
1488,12.7,A,10.3
1489,648.04,A,542.64
1490,10.26,A,9.9
1491,622.88,A,407.32
1492,11.25,A,9.99
1493,13.7,A,12.1
1494,14.8,A,10.7
1495,12.2,A,11.4
1496,14.0,A,11.3
1497,480.08,A,430.44
1498,12.2,A,10.3
1499,15.7,A,8.0
1500,13.6,A,10.0
1501,673.88,A,370.6
1502,13.9,A,8.4
1503,599.76,A,410.04
1504,11.6,A,12.8
1505,12.24,A,5.31
1506,13.9,A,10.7
1507,515.44,A,552.84
1508,11.61,A,8.46
1509,16.7,A,12.0
1510,14.3,A,10.5
1511,15.3,A,11.9
1512,11.97,A,6.84
1513,13.3,A,7.7
1514,9.72,A,9.09
1515,13.5,A,7.4
1516,13.4,A,13.0
1517,12.9,A,9.1
1518,11.34,A,6.03
1519,631.72,A,431.8
1520,14.2,A,11.5
1521,11.1,A,11.1
1522,15.6,A,9.9
1523,10.17,A,7.47
1524,12.4,A,8.7
1525,11.6,A,11.4
1526,11.3,A,11.1
1527,15.2,A,11.3
1528,13.2,A,9.9
1529,569.16,A,408.0
1530,13.6,A,12.0
1531,573.24,A,554.88
1532,564.4,A,375.36
1533,14.8,A,9.3
1534,12.2,A,9.5
1535,9.81,A,8.37
1536,12.1,A,8.2
1537,10.53,A,7.83
1538,10.98,A,8.55
1539,9.81,A,8.01
1540,12.2,A,10.4
1541,11.2,A,11.7
1542,11.6,A,8.6
1543,13.8,A,11.7
1544,10.17,A,6.12
1545,10.98,A,6.93
1546,13.9,A,9.0
1547,14.1,A,10.4
1548,738.48,A,533.12
1549,11.3,A,11.4
1550,14.4,A,10.2
1551,15.0,A,9.1
1552,10.53,A,6.57
1553,418.2,A,520.88
1554,14.5,A,11.6
1555,11.43,A,6.48
1556,462.4,A,416.16
1557,12.0,A,9.6
1558,13.0,A,8.7
1559,11.43,A,8.91
1560,12.9,A,9.1
1561,14.7,A,13.7
1562,662.32,A,412.08
1563,12.1,A,11.3
1564,11.9,A,10.2
1565,15.4,A,9.4
1566,618.12,A,506.6
1567,723.52,A,575.28
1568,13.5,A,9.2
1569,551.48,A,451.52
1570,11.16,A,7.2
1571,15.2,A,10.0
1572,605.88,A,539.24
1573,12.6,A,10.7
1574,12.7,A,11.0
1575,13.9,A,10.0
1576,652.12,A,475.32
1577,13.1,A,10.5
1578,12.8,A,7.8
1579,527.68,A,476.0
1580,701.76,A,404.6
1581,11.16,A,5.49
1582,489.6,A,429.76
1583,635.12,A,458.32
1584,558.28,A,554.2
1585,629.68,A,490.28
1586,10.35,A,8.1
1587,12.4,A,9.1
1588,503.2,A,399.84
1589,11.34,A,8.73
1590,13.6,A,12.0
1591,648.72,A,463.08
1592,14.0,A,7.1
1593,563.72,A,421.6
1594,11.6,A,8.8
1595,12.2,A,9.0
1596,14.1,A,10.0
1597,640.56,A,455.6
1598,13.1,A,10.3
1599,11.25,A,7.92
1600,15.1,A,10.1
1601,13.4,A,10.3
1602,13.9,A,10.4
1603,10.35,A,8.73
1604,8.46,A,10.08
1605,13.6,A,11.9
1606,10.8,A,6.84
1607,14.8,A,10.6
1608,11.8,A,11.3
1609,11.6,A,11.7
1610,13.3,A,8.5
1611,13.0,A,12.0
1612,12.06,A,8.82
1613,9.27,A,8.01
1614,9.81,A,7.65
1615,12.3,A,9.8
1616,10.62,A,7.83
1617,14.0,A,13.0
1618,12.9,A,9.9
1619,10.98,A,9.0
1620,574.6,A,456.96
1621,10.44,A,8.28
1622,12.9,A,7.9
1623,13.3,A,11.1
1624,11.5,A,10.0
1625,9.99,A,8.28
1626,9.72,A,10.08
1627,13.6,A,9.0
1628,659.6,A,542.64
1629,15.4,A,11.7
1630,13.4,A,8.2
1631,536.52,A,510.0
1632,15.8,A,9.2
1633,632.4,A,404.6
1634,12.1,A,6.9
1635,747.32,A,377.4
1636,12.06,A,10.89
1637,607.92,A,503.88
1638,11.6,A,8.8
1639,12.06,A,8.37
1640,12.5,A,10.4
1641,12.7,A,10.9
1642,15.0,A,10.8
1643,605.2,A,525.64
1644,13.2,A,7.7
1645,546.72,A,361.08
1646,673.88,A,522.92
1647,11.61,A,8.19
1648,13.4,A,12.7
1649,10.9,A,10.9
1650,15.2,A,11.9
1651,10.62,A,8.46
1652,10.71,A,9.27
1653,493.0,A,436.56
1654,10.35,A,8.91
1655,13.9,A,10.0
1656,8.37,A,7.47
1657,13.5,A,9.2
1658,13.9,A,9.6
1659,13.2,A,9.7
1660,13.0,A,7.7
1661,12.15,A,8.55
1662,13.3,A,11.3
1663,11.8,A,9.5
1664,14.6,A,9.1
1665,11.2,A,10.4
1666,14.3,A,6.3
1667,15.5,A,9.5
1668,11.07,A,9.0
1669,579.36,A,601.12
1670,10.1,A,10.2
1671,14.8,A,8.2
1672,11.7,A,9.7
1673,12.3,A,10.3
1674,10.17,A,8.82
1675,11.97,A,10.26
1676,12.9,A,11.2
1677,12.5,A,10.6
1678,504.56,A,405.28
1679,12.8,A,8.8
1680,13.5,A,10.4
1681,10.26,A,7.65
1682,11.34,A,8.73
1683,821.44,A,415.48
1684,13.2,A,8.5
1685,12.3,A,9.1
1686,11.9,A,10.5
1687,13.2,A,10.2
1688,599.76,A,467.84
1689,12.6,A,10.9
1690,9.3,A,9.9
1691,9.9,A,8.55
1692,13.6,A,7.4
1693,8.9,A,11.3
1694,12.0,A,11.3
1695,521.56,A,459.0
1696,689.52,A,396.44
1697,10.9,A,11.1
1698,13.8,A,11.4
1699,618.8,A,365.16
1700,669.8,A,551.48
1701,760.24,A,340.68
1702,648.04,A,448.8
1703,10.71,A,7.92
1704,600.44,A,407.32
1705,12.9,A,10.3
1706,10.53,A,4.23
1707,11.43,A,7.92
1708,12.1,A,10.4
1709,13.0,A,8.0
1710,10.26,A,9.63
1711,626.96,A,427.04
1712,597.72,A,436.56
1713,11.6,A,10.9
1714,10.35,A,7.83
1715,14.3,A,9.4
1716,13.1,A,11.2
1717,9.81,A,9.81
1718,631.72,A,368.56
1719,13.7,A,11.5
1720,10.62,A,6.03
1721,490.96,A,501.84
1722,546.04,A,456.96
1723,11.25,A,7.56
1724,607.92,A,343.4
1725,13.4,A,8.2
1726,11.61,A,6.57
1727,643.96,A,353.6
1728,10.44,A,8.37
1729,692.24,A,395.08
1730,14.3,A,9.8
1731,10.8,A,9.63
1732,10.7,A,9.3
1733,14.2,A,8.4
1734,14.7,A,9.3
1735,12.5,A,12.5
1736,13.7,A,9.7
1737,10.89,A,7.83
1738,10.89,A,8.28
1739,10.08,A,8.28
1740,13.0,A,9.8
1741,9.81,A,6.48
1742,563.72,A,422.28
1743,664.36,A,399.16
1744,13.9,A,12.2
1745,11.8,A,7.6
1746,11.7,A,7.7
1747,585.48,A,459.68
1748,12.8,A,13.2
1749,11.07,A,7.65
1750,11.1,A,6.6
1751,580.04,A,447.44
1752,565.08,A,564.4
1753,12.1,A,11.4
1754,15.0,A,7.2
1755,10.6,A,7.9
1756,11.7,A,8.28
1757,12.8,A,8.3
1758,10.71,A,9.09
1759,593.64,A,454.92
1760,9.09,A,8.01
1761,13.9,A,9.8
1762,11.7,A,7.56
1763,16.2,A,8.9
1764,13.2,A,11.5
1765,595.0,A,408.68
1766,12.4,A,7.3
1767,9.63,A,9.09
1768,13.6,A,8.1
1769,12.3,A,11.9
1770,13.3,A,12.4
1771,566.44,A,495.72
1772,10.62,A,7.2
1773,12.3,A,10.9
1774,629.68,A,485.52
1775,11.25,A,9.9
1776,13.2,A,10.0
1777,610.64,A,367.2
1778,13.2,A,11.1
1779,11.7,A,12.9
1780,13.7,A,13.2
1781,13.7,A,9.5
1782,614.04,A,483.48
1783,11.8,A,13.6
1784,643.96,A,455.6
1785,679.32,A,372.64
1786,11.52,A,8.19
1787,11.79,A,7.56
1788,13.4,A,11.4
1789,11.52,A,5.76
1790,14.2,A,10.9
1791,11.8,A,10.7
1792,12.7,A,13.2
1793,630.36,A,453.56
1794,15.2,A,6.8
1795,12.9,A,10.5
1796,10.98,A,10.08
1797,9.99,A,6.75
1798,532.44,A,412.08
1799,663.0,A,500.48
1800,10.8,A,6.39
1801,12.6,A,8.8
1802,13.6,A,8.8
1803,13.9,A,9.7
1804,716.04,A,564.4
1805,9.99,A,7.56
1806,14.6,A,9.6
1807,9.99,A,8.55
1808,12.2,A,10.4
1809,569.16,A,511.36
1810,10.08,A,9.36
1811,12.9,A,11.9
1812,12.7,A,9.2
1813,10.35,A,9.27
1814,12.0,A,11.2
1815,14.8,A,9.7
1816,15.7,A,12.3
1817,9.81,A,7.29
1818,14.4,A,10.4
1819,684.76,A,493.68
1820,13.5,A,9.9
1821,10.89,A,8.28
1822,13.0,A,11.5
1823,15.5,A,8.3
1824,13.0,A,7.3
1825,13.5,A,11.0
1826,12.6,A,9.7
1827,13.2,A,8.6
1828,9.63,A,9.27
1829,14.5,A,9.0
1830,10.53,A,8.64
1831,13.5,A,9.8
1832,15.1,A,9.7
1833,585.48,A,408.0
1834,11.16,A,6.93
1835,10.53,A,8.01
1836,13.7,A,9.4
1837,12.7,A,10.1
1838,10.35,A,7.56
1839,12.7,A,11.9
1840,551.48,A,486.88
1841,12.2,A,7.9
1842,639.2,A,606.56
1843,10.17,A,7.65
1844,638.52,A,524.96
1845,11.43,A,8.28
1846,9.36,A,6.57
1847,9.18,A,7.47
1848,10.35,A,9.63
1849,12.7,A,10.1
1850,584.8,A,458.32
1851,9.36,A,7.92
1852,10.35,A,8.01
1853,13.5,A,9.7
1854,13.3,A,10.0
1855,626.28,A,508.64
1856,13.32,A,8.64
1857,12.4,A,10.0
1858,13.7,A,12.2
1859,11.61,A,8.28
1860,13.1,A,11.6
1861,12.0,A,7.1
1862,10.71,A,6.75
1863,9.45,A,7.47
1864,11.9,A,8.8
1865,608.6,A,447.44
1866,12.5,A,13.0
1867,10.53,A,9.63
1868,471.92,A,416.16
1869,601.12,A,456.96
1870,516.8,A,469.88
1871,14.5,A,11.9
1872,631.04,A,575.96
1873,564.4,A,535.84
1874,565.08,A,440.64
1875,622.2,A,463.08
1876,13.8,A,10.3
1877,11.8,A,12.5
1878,13.7,A,9.6
1879,13.2,A,12.4
1880,546.72,A,554.2
1881,10.26,A,8.28
1882,10.44,A,8.55
1883,13.3,A,10.3
1884,12.4,A,10.1
1885,10.62,A,9.36
1886,12.42,A,7.47
1887,14.0,A,9.5
1888,9.72,A,10.08
1889,12.4,A,10.1
1890,9.18,A,9.18
1891,13.2,A,12.6
1892,11.5,A,11.9
1893,10.35,A,6.3
1894,580.72,A,582.08
1895,11.8,A,13.2
1896,10.35,A,7.2
1897,11.5,A,11.6
1898,11.07,A,10.8
1899,14.4,A,7.1
1900,12.0,A,10.7
1901,635.12,A,520.2
1902,12.4,A,10.1
1903,12.9,A,11.0
1904,11.4,A,9.2
1905,11.5,A,8.3
1906,585.48,A,499.8
1907,13.9,A,7.8
1908,11.8,A,10.7
1909,548.08,A,500.48
1910,12.4,A,7.7
1911,8.37,A,7.56
1912,14.3,A,12.4
1913,12.1,A,6.7
1914,11.07,A,7.74
1915,16.3,A,10.6
1916,12.1,A,8.1
1917,12.6,A,10.5
1918,12.0,A,10.6
1919,12.3,A,7.4
1920,15.6,A,9.7
1921,620.84,A,433.84
1922,673.88,A,503.88
1923,10.4,A,7.5
1924,630.36,A,323.68
1925,13.0,A,12.3
1926,568.48,A,387.6
1927,12.0,A,11.0
1928,12.0,A,9.8
1929,12.06,A,6.93
1930,528.36,A,397.8
1931,14.1,A,9.9
1932,599.08,A,587.52
1933,12.9,A,9.0
1934,10.44,A,6.84
1935,12.4,A,9.9
1936,665.72,A,464.44
1937,12.6,A,9.7
1938,741.2,A,527.68
1939,14.1,A,9.7
1940,15.5,A,9.6
1941,12.0,A,10.2
1942,10.44,A,7.92
1943,14.3,A,11.7
1944,11.34,A,8.1
1945,517.48,A,531.76
1946,622.88,A,427.04
1947,14.4,A,9.3
1948,12.5,A,9.5
1949,688.16,A,408.0
1950,507.28,A,548.76
1951,12.5,A,8.6
1952,11.43,A,9.0
1953,582.08,A,455.6
1954,12.7,A,11.9
1955,9.9,A,6.57
1956,13.3,A,10.8
1957,13.1,A,10.8
1958,773.84,A,503.88
1959,548.76,A,524.96
1960,11.61,A,6.93
1961,11.7,A,10.1
1962,544.68,A,450.16
1963,14.3,A,8.0
1964,15.1,A,12.3
1965,445.4,A,429.08
1966,11.43,A,8.28
1967,689.52,A,585.48
1968,582.08,A,320.96
1969,546.04,A,558.28
1970,535.16,A,428.4
1971,11.6,A,12.7
1972,12.4,A,8.7
1973,12.1,A,8.2
1974,11.6,A,8.8
1975,602.48,A,639.88
1976,442.0,A,317.56
1977,518.84,A,482.8
1978,11.8,A,10.1
1979,10.89,A,9.18
1980,11.8,A,7.2
1981,16.0,A,9.7
1982,527.68,A,302.6
1983,9.99,A,7.65
1984,594.32,A,480.08
1985,563.04,A,502.52
1986,12.2,A,9.9
1987,9.54,A,9.18
1988,12.42,A,7.02
1989,11.52,A,9.27
1990,669.12,A,391.0
1991,721.48,A,516.8
1992,14.3,A,9.7
1993,592.96,A,503.2
1994,11.7,A,12.8
1995,15.8,A,12.0
1996,12.7,A,11.0
1997,12.8,A,10.1
1998,11.2,A,7.6
1999,11.16,A,7.29
2000,11.07,A,6.3
2001,583.44,A,323.68
2002,11.6,A,10.7
2003,507.96,A,365.16
2004,675.24,A,333.2
2005,660.28,A,331.84
2006,643.96,A,459.0
2007,13.2,A,8.7
2008,12.24,A,7.65
2009,15.0,A,10.3
2010,11.6,A,10.4
2011,626.28,A,473.28
2012,12.4,A,9.8
2013,653.48,A,458.32
2014,13.1,A,7.9
2015,10.71,A,9.18
2016,533.8,A,385.56
2017,9.45,A,6.3
2018,13.3,A,12.2
2019,601.8,A,433.16
2020,14.0,A,10.1
2021,11.5,A,8.6
2022,546.04,A,443.36
2023,537.88,A,450.84
2024,10.08,A,8.46
2025,13.8,A,8.8
2026,569.84,A,377.4
2027,669.8,A,628.32
2028,13.7,A,8.8
2029,15.9,A,10.8
2030,557.6,A,486.88
2031,12.1,A,12.5
2032,499.12,A,478.72
2033,11.25,A,9.0
2034,11.61,A,8.19
2035,10.08,A,7.02
2036,13.6,A,9.4
2037,11.25,A,9.36
2038,12.2,A,10.5
2039,12.1,A,11.1
2040,14.6,A,8.9
2041,13.2,A,12.2
2042,13.4,A,11.5
2043,545.36,A,493.0
2044,14.9,A,11.5
2045,11.52,A,6.66
2046,12.9,A,10.3
2047,11.61,A,10.08
2048,10.71,A,6.84
2049,13.1,A,8.2
2050,14.4,A,11.2
2051,439.28,A,568.48
2052,12.5,A,9.6
2053,614.72,A,512.72
2054,14.6,A,9.3
2055,15.1,A,10.3
2056,15.6,A,9.7
2057,12.2,A,9.9
2058,642.6,A,488.92
2059,11.9,A,8.7
2060,532.44,A,446.08
2061,11.9,A,11.8
2062,616.76,A,361.76
2063,12.2,A,11.6
2064,12.8,A,9.6
2065,655.52,A,446.76
2066,13.6,A,9.2
2067,13.1,A,11.1
2068,720.8,A,412.76
2069,9.18,A,8.91
2070,563.04,A,522.92
2071,685.44,A,580.04
2072,12.33,A,8.1
2073,12.2,A,9.7
2074,626.28,A,598.4
2075,13.3,A,10.7
2076,534.48,A,526.32
2077,541.96,A,431.8
2078,620.84,A,440.64
2079,524.28,A,495.72
2080,647.36,A,510.68
2081,557.6,A,450.16
2082,10.98,A,9.63
2083,10.89,A,7.2
2084,15.2,A,11.2
2085,12.1,A,9.5
2086,12.3,A,10.6
2087,13.4,A,10.4
2088,13.2,A,10.4
2089,13.0,A,10.7
2090,13.4,A,9.3
2091,9.9,A,8.91
2092,11.4,A,8.3
2093,10.53,A,8.55
2094,11.6,A,9.4
2095,11.7,A,9.7
2096,12.2,A,11.5
2097,539.24,A,425.0
2098,13.0,A,11.8
2099,12.4,A,11.7
2100,14.2,A,11.3
2101,13.2,A,10.2
2102,583.44,A,478.04
2103,11.7,A,11.1
2104,12.1,A,11.0
2105,686.12,A,453.56
2106,10.98,A,6.66
2107,558.96,A,461.72
2108,15.0,A,8.5
2109,11.7,A,8.2
2110,13.5,A,10.9
2111,12.9,A,10.1
2112,15.4,A,11.5
2113,10.8,A,11.6
2114,11.6,A,11.0
2115,10.71,A,7.83
2116,10.98,A,7.38
2117,583.44,A,408.0
2118,12.9,A,10.2
2119,15.0,A,11.4
2120,10.44,A,9.9
2121,10.0,A,10.1
2122,709.24,A,485.52
2123,631.72,A,448.8
2124,12.33,A,7.83
2125,13.2,A,10.4
2126,13.1,A,10.1
2127,689.52,A,469.88
2128,616.08,A,500.48
2129,12.0,A,8.6
2130,616.08,A,469.2
2131,637.16,A,429.76
2132,13.2,A,8.5
2133,16.3,A,10.9
2134,9.45,A,6.93
2135,12.51,A,8.1
2136,12.9,A,8.9
2137,13.5,A,11.5
2138,592.28,A,546.72
2139,466.48,A,382.84
2140,12.4,A,10.7
2141,653.48,A,494.36
2142,12.24,A,6.12
2143,10.26,A,9.9
2144,11.7,A,9.9
2145,559.64,A,461.04
2146,531.08,A,369.24
2147,550.12,A,333.2
2148,625.6,A,484.16
2149,11.2,A,10.3
2150,609.96,A,446.08
2151,10.2,A,11.0
2152,9.18,A,8.01
2153,11.16,A,8.37
2154,13.7,A,10.4
2155,560.32,A,463.76
2156,630.36,A,545.36
2157,13.3,A,10.7
2158,13.6,A,13.2
2159,12.7,A,10.1
2160,472.6,A,549.44
2161,13.5,A,9.0
2162,593.64,A,417.52
2163,9.63,A,7.38
2164,11.88,A,10.08
2165,8.73,A,5.31
2166,11.6,A,9.8
2167,12.8,A,10.1
2168,11.9,A,9.3
2169,12.3,A,9.9
2170,14.6,A,10.6
2171,680.0,A,377.4
2172,15.5,A,12.1
2173,10.26,A,7.74
2174,11.16,A,10.71
2175,671.16,A,578.68
2176,11.9,A,8.5
2177,10.44,A,9.72
2178,12.51,A,8.64
2179,11.07,A,8.82
2180,9.99,A,9.36
2181,13.2,A,11.8
2182,12.1,A,10.5
2183,9.9,A,6.03
2184,15.4,A,9.8
2185,8.46,A,9.09
2186,13.0,A,11.8
2187,13.4,A,10.1
2188,8.64,A,8.1
2189,13.6,A,10.1
2190,14.5,A,8.6
2191,640.56,A,429.08
2192,11.4,A,7.6
2193,14.2,A,12.8
2194,15.0,A,11.1
2195,13.5,A,10.3
2196,684.76,A,448.12
2197,9.99,A,8.19
2198,11.43,A,9.0
2199,10.98,A,8.73
2200,12.5,A,9.2
2201,13.8,A,6.4
2202,11.8,A,9.7
2203,12.6,A,12.0
2204,10.71,A,9.0
2205,13.2,A,10.0
2206,541.96,A,500.48
2207,14.8,A,12.0
2208,13.0,A,9.0
2209,13.4,A,11.2
2210,684.08,A,499.12
2211,698.36,A,548.08
2212,9.18,A,7.11
2213,11.43,A,8.73
2214,12.8,A,11.9
2215,10.9,A,10.4
2216,13.2,A,9.0
2217,674.56,A,408.68
2218,11.16,A,8.01
2219,14.1,A,11.2
2220,671.16,A,486.2
2221,13.8,A,10.9
2222,10.62,A,7.65
2223,14.4,A,8.6
2224,627.64,A,584.8
