ID,premium,risk_type,currency
4631,13.7,A,USD
4632,10.9,A,EUR
4633,11.4,A,USD
4634,11.6,A,EUR
4635,10.3,A,USD
4636,13,A,USD
4637,92.4,A,CNY
4638,10.4,A,EUR
4639,14.7,A,USD
4640,14,A,USD
4641,12.1,A,USD
4642,69.1,A,CNY
4643,12.4,A,USD
4644,14.7,A,USD
4645,13.2,A,EUR
4646,12.7,A,EUR
4647,14,A,USD
4648,14,A,USD
4649,13,A,USD
4650,12.6,A,USD
4651,13.4,A,EUR
4652,90.2,A,CNY
4653,12.2,A,EUR
4654,88.3,A,CNY
4655,14.4,A,USD
4656,10.2,A,EUR
4657,81,A,CNY
4658,14.5,A,USD
4659,13.7,A,USD
4660,11.9,A,USD
4661,11.6,A,USD
4662,12,A,EUR
4663,14.8,A,USD
4664,93.9,A,CNY
4665,14.6,A,USD
4666,13.4,A,USD
4667,81.4,A,CNY
4668,11.9,A,EUR
4669,13,A,USD
4670,13.9,A,USD
4671,11.3,A,USD
4672,10.7,A,EUR
4673,11.2,A,USD
4674,97.1,A,CNY
4675,12.7,A,EUR
4676,14.6,A,USD
4677,11.6,A,EUR
4678,12.9,A,USD
4679,102.5,A,CNY
4680,11.1,A,USD
4681,91.5,A,CNY
4682,13.9,A,USD
4683,13.5,A,EUR
4684,12.9,A,USD
4685,93.6,A,CNY
4686,74.3,A,CNY
4687,15,A,USD
4688,13.3,A,USD
4689,11.8,A,EUR
4690,13.5,A,USD
4691,12,A,USD
4692,13.2,A,USD
4693,11.1,A,EUR
4694,11.4,A,EUR
4695,14,A,USD
4696,12.9,A,USD
4697,14.5,A,USD
4698,105.9,A,CNY
4699,90.4,A,CNY
4700,15.7,A,USD
4701,89.2,A,CNY
4702,75.8,A,CNY
4703,12.5,A,USD
4704,12.3,A,EUR
4705,13.1,A,EUR
4706,12.6,A,EUR
4707,9.8,A,EUR
4708,12.2,A,EUR
4709,107.9,A,CNY
4710,12.6,A,USD
4711,92.1,A,CNY
4712,10.6,A,USD
4713,11.7,A,USD
4714,13,A,EUR
4715,98.2,A,CNY
4716,11.1,A,EUR
4717,11.7,A,EUR
4718,11.6,A,EUR
4719,13,A,USD
4720,14.9,A,USD
4721,12.5,A,USD
4722,11.8,A,USD
4723,12.6,A,USD
4724,11.7,A,USD
4725,14.2,A,USD
4726,11.2,A,USD
4727,11.9,A,USD
4728,12.7,A,EUR
4729,12.7,A,USD
4730,12.9,A,USD
4731,12.1,A,USD
4732,11.6,A,EUR
4733,10.7,A,EUR
4734,13.1,A,USD
4735,11.3,A,USD
4736,101.2,A,CNY
4737,13.9,A,EUR
4738,11.4,A,EUR
4739,12.7,A,USD
4740,14,A,USD
4741,72.7,A,CNY
4742,14.1,A,USD
4743,11.8,A,USD
4744,12.3,A,USD
4745,13.6,A,USD
4746,13.1,A,USD
4747,87.4,A,CNY
4748,13.1,A,USD
4749,90.4,A,CNY
4750,13.8,A,USD
4751,13.5,A,EUR
4752,13.6,A,USD
4753,89.1,A,CNY
4754,12.1,A,EUR
4755,12.2,A,EUR
4756,87.3,A,CNY
4757,85.2,A,CNY
4758,11,A,EUR
4759,11.9,A,EUR
4760,12.1,A,EUR
4761,84.3,A,CNY
4762,14.2,A,USD
4763,11.2,A,USD
4764,106.8,A,CNY
4765,10.5,A,EUR
4766,92.5,A,CNY
4767,11.6,A,EUR
4768,14.3,A,USD
4769,11.1,A,USD
4770,11.8,A,USD
4771,87.3,A,CNY
4772,85.6,A,CNY
4773,12.9,A,USD
4774,15,A,USD
4775,13,A,EUR
4776,12.6,A,USD
4777,99.6,A,CNY
4778,13.7,A,USD
4779,14.5,A,USD
4780,11.4,A,EUR
4781,12.3,A,EUR
4782,85,A,CNY
4783,11.3,A,USD
4784,13.4,A,USD
4785,13.2,A,USD
4786,13.3,A,USD
4787,93.5,A,CNY
4788,10.3,A,USD
4789,12.3,A,USD
4790,10.7,A,EUR
4791,77.1,A,CNY
4792,88.1,A,CNY
4793,93.6,A,CNY
4794,93,A,CNY
4795,11.5,A,EUR
4796,13,A,USD
4797,13.3,A,USD
4798,12.9,A,USD
4799,13.1,A,USD
4800,11.6,A,EUR
4801,13.1,A,USD
4802,13.7,A,USD
4803,88.9,A,CNY
4804,14.1,A,USD
4805,89.2,A,CNY
4806,12.2,A,USD
4807,13.5,A,EUR
4808,11.9,A,EUR
4809,105.3,A,CNY
4810,13.9,A,USD
4811,11.2,A,USD
4812,11.7,A,USD
4813,12.7,A,USD
4814,10.4,A,EUR
4815,13.4,A,USD
4816,12.5,A,EUR
4817,94.4,A,CNY
4818,12.5,A,EUR
4819,10.5,A,EUR
4820,12.5,A,USD
4821,13.9,A,USD
4822,14.9,A,USD
4823,83.6,A,CNY
4824,13,A,USD
4825,11.9,A,USD
4826,13.2,A,USD
4827,14.6,A,USD
4828,14,A,USD
4829,12.9,A,USD
4830,13.2,A,USD
4831,14.6,A,USD
4832,12.5,A,EUR
4833,14.2,A,USD
4834,13,A,USD
4835,89,A,CNY
4836,12.4,A,EUR
4837,12.3,A,USD
4838,11.6,A,EUR
4839,13.8,A,EUR
4840,13.6,A,USD
4841,12.4,A,USD
4842,11.6,A,USD
4843,82.6,A,CNY
4844,84.7,A,CNY
4845,12.3,A,EUR
4846,12.8,A,USD
4847,11.1,A,EUR
4848,10.4,A,EUR
4849,16.5,A,USD
4850,78.8,A,CNY
4851,13.5,A,USD
4852,77.8,A,CNY
4853,12.6,A,EUR
4854,11.8,A,USD
4855,12.6,A,USD
4856,14.2,A,USD
4857,12,A,EUR
4858,13.9,A,USD
4859,10.1,A,EUR
4860,14.2,A,EUR
4861,14.5,A,USD
4862,84.7,A,CNY
4863,12.4,A,EUR
4864,12.4,A,USD
4865,13.3,A,USD
4866,14.7,A,USD
4867,70.2,A,CNY
4868,15.6,A,USD
4869,12.5,A,USD
4870,14.5,A,USD
4871,12.4,A,EUR
4872,13.1,A,USD
4873,93.9,A,CNY
4874,13.7,A,USD
4875,11.8,A,EUR
4876,79.3,A,CNY
4877,11.3,A,EUR
4878,13.6,A,EUR
4879,84,A,CNY
4880,66.7,A,CNY
4881,12,A,EUR
4882,12.6,A,USD
4883,83,A,CNY
4884,71.9,A,CNY
4885,87.9,A,CNY
4886,11.8,A,USD
4887,14.3,A,USD
4888,9.7,A,EUR
4889,11.5,A,EUR
4890,13.6,A,USD
4891,13.3,A,EUR
4892,11.5,A,USD
4893,11.9,A,USD
4894,14.1,A,EUR
4895,12.9,A,EUR
4896,9.5,A,EUR
4897,12.1,A,USD
4898,13.3,A,USD
4899,86,A,CNY
4900,10.7,A,EUR
4901,14.4,A,EUR
4902,14.4,A,USD
4903,76.5,A,CNY
4904,12.9,A,USD
4905,16,A,USD
4906,12.3,A,USD
4907,10.9,A,USD
4908,11.1,A,EUR
4909,101.9,A,CNY
4910,88.5,A,CNY
4911,11.9,A,EUR
4912,12.9,A,USD
4913,11.6,A,USD
4914,10.6,A,EUR
4915,14,A,USD
4916,8.5,A,EUR
4917,13.2,A,USD
4918,13,A,USD
4919,12.4,A,EUR
4920,9.3,A,EUR
4921,11.7,A,USD
4922,93.5,A,CNY
4923,12.5,A,USD
4924,10.7,A,EUR
4925,9.9,A,EUR
4926,100.9,A,CNY
4927,88.8,A,CNY
4928,13.7,A,USD
4929,14.1,A,USD
4930,13.3,A,USD
4931,13.1,A,USD
4932,11.8,A,EUR
4933,12.1,A,EUR
4934,11.5,A,EUR
4935,13.7,A,USD
4936,12.9,A,USD
4937,13.1,A,USD
4938,11.4,A,EUR
4939,13.3,A,USD
4940,79.9,A,CNY
4941,13.3,A,USD
4942,13.8,A,USD
4943,13.7,A,USD
4944,12.7,A,USD
4945,66.5,A,CNY
4946,83.1,A,CNY
4947,12.5,A,EUR
4948,13.8,A,USD
4949,12.3,A,USD
4950,15.9,A,USD
4951,14.3,A,USD
4952,15.2,A,USD
4953,77.5,A,CNY
4954,13.4,A,USD
4955,9.5,A,USD
4956,12.7,A,USD
4957,74.5,A,CNY
4958,14.5,A,USD
4959,14.5,A,USD
4960,12.7,A,USD
4961,10,A,EUR
4962,92.5,A,CNY
4963,11.7,A,EUR
4964,82.5,A,CNY
4965,11.8,A,USD
4966,81,A,CNY
4967,12,A,USD
4968,96.1,A,CNY
4969,10.3,A,USD
4970,13.6,A,USD
4971,12.6,A,USD
4972,95.9,A,CNY
4973,14.9,A,USD
4974,93.2,A,CNY
4975,13.8,A,USD
4976,97.7,A,CNY
4977,11.9,A,USD
4978,12.5,A,USD
4979,13.5,A,EUR
4980,12,A,EUR
4981,89.8,A,CNY
4982,91.1,A,CNY
4983,12.2,A,USD
4984,84.3,A,CNY
4985,11.8,A,EUR
4986,89.4,A,CNY
4987,10.5,A,EUR
4988,108.6,A,CNY
4989,76.2,A,CNY
4990,11.4,A,USD
4991,11.5,A,USD
4992,14,A,USD
4993,13.6,A,USD
4994,12.9,A,USD
4995,95.4,A,CNY
4996,94.9,A,CNY
4997,13.2,A,USD
4998,14.1,A,USD
4999,12.5,A,EUR
5000,11.6,A,USD
5001,80.7,A,CNY
5002,16.9,A,USD
5003,82.2,A,CNY
5004,13.6,A,USD
5005,89,A,CNY
5006,12.1,A,USD
5007,13.9,A,USD
5008,85.5,A,CNY
5009,14.5,A,USD
5010,10,A,EUR
5011,78.3,A,CNY
5012,78.8,A,CNY
5013,12,A,EUR
5014,11.7,A,EUR
5015,12.4,A,EUR
5016,14.1,A,USD
5017,10.5,A,EUR
5018,13.2,A,USD
5019,11.4,A,EUR
5020,13.5,A,USD
5021,85.5,A,CNY
5022,87.4,A,CNY
5023,13.3,A,EUR
5024,10.6,A,USD
5025,11.6,A,EUR
5026,10.8,A,EUR
5027,12.5,A,USD
5028,10.6,A,EUR
5029,12.7,A,USD
5030,12.3,A,EUR
5031,13.4,A,EUR
5032,13.4,A,USD
5033,14.6,A,EUR
5034,12.4,A,EUR
5035,10.6,A,EUR
5036,89.2,A,CNY
5037,13.5,A,USD
5038,85.6,A,CNY
5039,14.5,A,USD
5040,13.4,A,USD
5041,14.6,A,USD
5042,68.2,A,CNY
5043,12.3,A,USD
5044,11.7,A,EUR
5045,14.6,A,USD
5046,12.5,A,USD
5047,12.1,A,EUR
5048,11.4,A,USD
5049,14,A,USD
5050,12.7,A,USD
5051,11.3,A,USD
5052,82.3,A,CNY
5053,85.7,A,CNY
5054,13.6,A,USD
5055,12,A,EUR
5056,11.4,A,USD
5057,10.8,A,EUR
5058,12.8,A,USD
5059,12,A,USD
5060,11.4,A,USD
5061,11.1,A,USD
5062,13.4,A,USD
5063,10.4,A,EUR
5064,11.6,A,USD
5065,83.8,A,CNY
5066,13.9,A,USD
5067,12.1,A,EUR
5068,13,A,USD
5069,13.8,A,USD
5070,10.9,A,USD
5071,93.8,A,CNY
5072,10.8,A,EUR
5073,83,A,CNY
5074,86.6,A,CNY
5075,11.2,A,USD
5076,13.5,A,USD
5077,10.9,A,EUR
5078,12.4,A,USD
5079,93.7,A,CNY
5080,11.2,A,EUR
5081,15,A,EUR
5082,10.8,A,EUR
5083,11.4,A,USD
5084,89.8,A,CNY
5085,12,A,USD
5086,97.3,A,CNY
5087,12,A,EUR
5088,9.9,A,EUR
5089,11.2,A,USD
5090,12.7,A,EUR
5091,11.4,A,USD
5092,80,A,CNY
5093,14.7,A,USD
5094,85.4,A,CNY
5095,92.4,A,CNY
5096,11.6,A,EUR
5097,10.1,A,USD
5098,11.7,A,USD
5099,13.3,A,USD
5100,76.9,A,CNY
5101,11.5,A,EUR
5102,12.6,A,USD
5103,88,A,CNY
5104,11.2,A,EUR
5105,78.5,A,CNY
5106,13.7,A,USD
5107,13.7,A,USD
5108,14.1,A,USD
5109,14.1,A,USD
5110,13.1,A,EUR
5111,87.6,A,CNY
5112,12.8,A,USD
5113,11.9,A,EUR
5114,14.7,A,USD
5115,93.7,A,CNY
5116,13.2,A,EUR
5117,12.2,A,USD
5118,13.6,A,USD
5119,13,A,USD
5120,13.9,A,USD
5121,9.7,A,EUR
5122,13.5,A,USD
5123,12.8,A,USD
5124,99.5,A,CNY
5125,12.2,A,USD
5126,12.4,A,EUR
5127,83.9,A,CNY
5128,11.5,A,USD
5129,12.5,A,USD
5130,16.1,A,USD
5131,92.9,A,CNY
5132,11.7,A,USD
5133,88.8,A,CNY
5134,14,A,USD
5135,12.1,A,EUR
5136,15.2,A,USD
5137,12.8,A,EUR
5138,12.3,A,USD
5139,14.3,A,USD
5140,84.2,A,CNY
5141,13.3,A,USD
5142,15.3,A,USD
5143,12.5,A,USD
5144,101.7,A,CNY
5145,85.5,A,CNY
5146,11,A,USD
5147,94.2,A,CNY
5148,72.6,A,CNY
5149,12.7,A,USD
5150,10.4,A,EUR
5151,100,A,CNY
5152,13.5,A,USD
5153,11.1,A,EUR
5154,12.7,A,USD
5155,12.7,A,USD
5156,14.4,A,USD
5157,12.1,A,USD
5158,11.4,A,USD
5159,11.8,A,EUR
5160,12.4,A,USD
5161,14.6,A,USD
5162,87.2,A,CNY
5163,12.2,A,EUR
5164,90.9,A,CNY
5165,11.9,A,EUR
5166,83.2,A,CNY
5167,13.9,A,USD
5168,90.8,A,CNY
5169,11.6,A,EUR
5170,13.1,A,EUR
5171,12,A,USD
5172,13.4,A,USD
5173,9.4,A,EUR
5174,13.7,A,USD
5175,80,A,CNY
5176,9.2,A,EUR
5177,14.2,A,USD
5178,14.7,A,USD
5179,12.5,A,USD
5180,14.7,A,USD
5181,12.8,A,EUR
5182,89,A,CNY
5183,15.2,A,USD
5184,13.4,A,EUR
5185,14.7,A,USD
5186,12.1,A,USD
5187,11.7,A,EUR
5188,13.8,A,USD
5189,12.9,A,USD
5190,12.9,A,EUR
5191,10.6,A,USD
5192,14.9,A,USD
5193,89.2,A,CNY
5194,10.9,A,EUR
5195,78.7,A,CNY
5196,11.4,A,EUR
5197,14.6,A,USD
5198,90.6,A,CNY
5199,93.6,A,CNY
5200,12.1,A,USD
5201,76.6,A,CNY
5202,13.8,A,USD
5203,82,A,CNY
5204,11,A,USD
5205,11.4,A,USD
5206,12.1,A,EUR
5207,83.4,A,CNY
5208,11.8,A,USD
5209,90.7,A,CNY
5210,84.7,A,CNY
5211,9.3,A,EUR
5212,11.4,A,EUR
5213,11.2,A,USD
5214,13.5,A,EUR
5215,96.9,A,CNY
5216,12.5,A,USD
5217,13.5,A,USD
5218,14.6,A,EUR
5219,12,A,USD
5220,90.7,A,CNY
5221,14.1,A,USD
5222,10.9,A,USD
5223,15,A,USD
5224,83.9,A,CNY
5225,13.2,A,USD
5226,12.7,A,EUR
5227,12.5,A,EUR
5228,9.3,A,EUR
5229,11.3,A,EUR
5230,11.7,A,EUR
5231,12.1,A,EUR
5232,88.9,A,CNY
5233,13,A,USD
5234,13.1,A,EUR
5235,12,A,EUR
5236,10.4,A,EUR
5237,12.7,A,USD
5238,12.8,A,USD
5239,14.3,A,USD
5240,12.6,A,EUR
5241,12.2,A,EUR
5242,11.6,A,USD
5243,12.4,A,USD
5244,13.3,A,USD
5245,12.6,A,USD
5246,13.4,A,USD
5247,84.2,A,CNY
5248,94.8,A,CNY
5249,95.1,A,CNY
5250,91,A,CNY
5251,10,A,EUR
5252,13.9,A,USD
5253,9.7,A,EUR
5254,13.2,A,USD
5255,79.6,A,CNY
5256,12.9,A,USD
5257,11.4,A,EUR
5258,12.2,A,USD
5259,15,A,USD
5260,11.4,A,EUR
5261,91.7,A,CNY
5262,12.2,A,EUR
5263,14.2,A,EUR
5264,12.2,A,EUR
5265,14.7,A,USD
5266,96.2,A,CNY
5267,10.4,A,EUR
5268,14.5,A,USD
5269,12,A,USD
5270,13.2,A,USD
5271,13.4,A,USD
5272,101.7,A,CNY
5273,12.7,A,EUR
5274,13.5,A,USD
5275,15.8,A,USD
5276,13.3,A,USD
5277,13.4,A,EUR
5278,96.1,A,CNY
5279,11.7,A,EUR
5280,9.9,A,USD
5281,14.8,A,USD
5282,10.8,A,EUR
5283,13,A,EUR
5284,10.2,A,EUR
5285,99.4,A,CNY
5286,13.3,A,USD
5287,11.1,A,EUR
5288,95.3,A,CNY
5289,13.6,A,USD
5290,11.8,A,EUR
5291,80.7,A,CNY
5292,90,A,CNY
5293,10.8,A,USD
5294,12.6,A,EUR
5295,11.8,A,USD
5296,85.3,A,CNY
5297,12.5,A,USD
5298,11.1,A,EUR
5299,12.5,A,USD
5300,12.6,A,EUR
5301,14.3,A,USD
5302,12,A,EUR
5303,13.4,A,USD
5304,13,A,USD
5305,15.6,A,USD
5306,12.5,A,USD
5307,11.3,A,USD
5308,11.7,A,USD
5309,93.1,A,CNY
5310,92.7,A,CNY
5311,93.8,A,CNY
5312,11.2,A,USD
5313,12,A,USD
5314,13.2,A,USD
5315,12.5,A,USD
5316,76.3,A,CNY
5317,13.4,A,USD
5318,12.5,A,USD
5319,14.2,A,USD
5320,14,A,USD
5321,13.7,A,USD
5322,12.9,A,USD
5323,84.6,A,CNY
5324,11.9,A,EUR
5325,12.9,A,USD
5326,74.8,A,CNY
5327,15.5,A,USD
5328,12.7,A,USD
5329,14.2,A,USD
5330,76.4,A,CNY
5331,13.4,A,USD
5332,13,A,EUR
5333,13.9,A,USD
5334,12.7,A,USD
5335,13.5,A,USD
5336,11.2,A,EUR
5337,13,A,USD
5338,12.7,A,USD
5339,11,A,EUR
5340,14,A,USD
5341,13.2,A,EUR
5342,91.3,A,CNY
5343,78.1,A,CNY
5344,93.9,A,CNY
5345,12.8,A,USD
5346,9.9,A,EUR
5347,11.8,A,USD
5348,15.1,A,USD
5349,14.5,A,USD
5350,13.7,A,USD
5351,14.5,A,EUR
5352,83.8,A,CNY
5353,76,A,CNY
5354,15.2,A,USD
5355,10.4,A,EUR
5356,11.6,A,EUR
5357,13.6,A,USD
5358,13.3,A,USD
5359,14,A,USD
5360,15.1,A,USD
5361,104.7,A,CNY
5362,11.1,A,EUR
5363,92.5,A,CNY
5364,12.3,A,USD
5365,90.2,A,CNY
5366,90.9,A,CNY
5367,13.5,A,EUR
5368,11.1,A,EUR
5369,12.8,A,USD
5370,11.9,A,EUR
5371,12.2,A,USD
5372,93.9,A,CNY
5373,11.4,A,EUR
5374,102.9,A,CNY
5375,11.6,A,EUR
5376,10.2,A,USD
5377,84.2,A,CNY
5378,11.8,A,EUR
5379,14.2,A,USD
5380,89.3,A,CNY
5381,13.7,A,USD
5382,78.7,A,CNY
5383,12.7,A,EUR
5384,89.2,A,CNY
5385,12,A,EUR
5386,90.3,A,CNY
5387,90.2,A,CNY
5388,13.2,A,EUR
5389,79.7,A,CNY
5390,10.7,A,USD
5391,13.2,A,USD
5392,11.2,A,EUR
5393,14.8,A,USD
5394,12.6,A,USD
5395,81.3,A,CNY
5396,12,A,USD
5397,100.8,A,CNY
5398,13.3,A,USD
5399,11.8,A,USD
5400,12.9,A,USD
5401,10.9,A,EUR
5402,10,A,EUR
5403,84.6,A,CNY
5404,13,A,USD
5405,13.2,A,USD
5406,75.4,A,CNY
5407,91.8,A,CNY
5408,10.1,A,USD
5409,13.7,A,USD
5410,13.6,A,USD
5411,14.6,A,USD
5412,12.1,A,USD
5413,101.8,A,CNY
5414,13.8,A,USD
5415,11.2,A,USD
5416,13,A,EUR
5417,9.7,A,USD
5418,71.8,A,CNY
5419,83.8,A,CNY
5420,11.5,A,USD
5421,83.9,A,CNY
5422,13.8,A,USD
5423,98.3,A,CNY
5424,12.4,A,EUR
5425,11.7,A,USD
5426,12.8,A,EUR
5427,102.2,A,CNY
5428,87.9,A,CNY
5429,11.4,A,EUR
5430,14.7,A,USD
5431,10.6,A,EUR
5432,61.5,A,CNY
5433,10.7,A,EUR
5434,10.5,A,EUR
5435,14.5,A,USD
5436,9.4,A,EUR
5437,92.8,A,CNY
5438,90.4,A,CNY
5439,96.3,A,CNY
5440,95,A,CNY
5441,11.8,A,USD
5442,96.8,A,CNY
5443,13.1,A,USD
5444,12.9,A,USD
5445,11.2,A,USD
5446,14.2,A,EUR
5447,11.8,A,EUR
5448,69.2,A,CNY
5449,10.8,A,EUR
5450,13.4,A,USD
5451,13.4,A,USD
5452,12.3,A,EUR
5453,12.9,A,USD
5454,68.4,A,CNY
5455,73.7,A,CNY
5456,10.4,A,USD
5457,12.6,A,USD
5458,11,A,EUR
5459,106.2,A,CNY
5460,16.6,A,USD
5461,11.2,A,USD
5462,11.5,A,USD
5463,79.9,A,CNY
5464,13.2,A,USD
5465,84.7,A,CNY
5466,13.2,A,USD
5467,15.4,A,USD
5468,84.4,A,CNY
5469,12.5,A,USD
5470,98.3,A,CNY
5471,13.6,A,USD
5472,12.9,A,USD
5473,90.3,A,CNY
5474,12,A,EUR
5475,91.9,A,CNY
5476,14,A,USD
5477,85.4,A,CNY
5478,14.2,A,USD
5479,12.2,A,USD
5480,10.7,A,EUR
5481,86.8,A,CNY
5482,11.8,A,EUR
5483,12.3,A,USD
5484,14.3,A,USD
5485,71.9,A,CNY
5486,77.2,A,CNY
5487,89.8,A,CNY
5488,95.6,A,CNY
5489,12.8,A,USD
5490,87.6,A,CNY
5491,12.4,A,EUR
5492,11.8,A,EUR
5493,12,A,USD
5494,96.4,A,CNY
5495,13.9,A,USD
5496,11.7,A,USD
5497,13.9,A,USD
5498,13,A,USD
5499,14.9,A,USD
5500,10.3,A,EUR
5501,11.8,A,USD
5502,9.5,A,EUR
5503,11.9,A,USD
5504,14,A,USD
5505,11.9,A,EUR
5506,14.3,A,USD
5507,12.7,A,USD
5508,14,A,USD
5509,12.3,A,USD
5510,13.6,A,USD
5511,13.8,A,USD
5512,12.1,A,EUR
5513,12.8,A,USD
5514,13.5,A,USD
5515,13.2,A,EUR
5516,14.3,A,USD
5517,12.5,A,USD
5518,11.9,A,USD
5519,11.7,A,USD
5520,13.1,A,USD
5521,14.5,A,USD
5522,14.1,A,USD
5523,10.5,A,USD
5524,14.2,A,USD
5525,14.9,A,USD
5526,10.1,A,USD
5527,13.7,A,EUR
5528,12.9,A,USD
5529,10.7,A,EUR
5530,12.1,A,USD
5531,14,A,EUR
5532,12.3,A,USD
5533,12.5,A,USD
5534,9.6,A,EUR
5535,92.3,A,CNY
5536,15.2,A,USD
5537,85.1,A,CNY
5538,11.6,A,USD
5539,10.2,A,EUR
5540,11,A,EUR
5541,14.2,A,USD
5542,13.9,A,USD
5543,12.4,A,USD
5544,14.1,A,USD
5545,13.1,A,USD
5546,11.4,A,USD
5547,14.4,A,USD
5548,13.2,A,USD
5549,12.3,A,USD
5550,12.6,A,USD
5551,83.7,A,CNY
5552,12.8,A,EUR
5553,12.6,A,EUR
5554,12.5,A,EUR
5555,87.9,A,CNY
5556,12.9,A,USD
5557,14.8,A,USD
5558,12.4,A,EUR
5559,89.7,A,CNY
5560,11.4,A,EUR
5561,11.7,A,EUR
5562,13.7,A,USD
5563,13.1,A,USD
5564,13.4,A,USD
5565,87.9,A,CNY
5566,12.9,A,USD
5567,12,A,USD
5568,12.3,A,EUR
5569,12,A,EUR
5570,87.5,A,CNY
5571,12.7,A,EUR
5572,13.9,A,USD
5573,11.5,A,USD
5574,12.2,A,EUR
5575,14,A,USD
5576,79.8,A,CNY
5577,12.6,A,USD
5578,11.5,A,EUR
5579,12,A,USD
5580,14,A,USD
5581,13.1,A,USD
5582,100.3,A,CNY
5583,97.3,A,CNY
5584,14.5,A,USD
5585,95.4,A,CNY
5586,14.1,A,USD
5587,14.8,A,USD
5588,11.8,A,EUR
5589,14.3,A,USD
5590,11.9,A,USD
5591,11.6,A,USD
5592,13.2,A,USD
5593,12.8,A,USD
5594,85.7,A,CNY
5595,12.3,A,EUR
5596,11.5,A,USD
5597,84.1,A,CNY
5598,11.4,A,EUR
5599,11.4,A,EUR
5600,11.9,A,USD
5601,12.8,A,EUR
5602,14.3,A,USD
5603,12.2,A,USD
5604,10.8,A,EUR
5605,10.8,A,EUR
5606,12.4,A,EUR
5607,12.2,A,EUR
5608,12.3,A,USD
5609,11.3,A,USD
5610,85,A,CNY
5611,62.3,A,CNY
5612,99,A,CNY
5613,13.4,A,USD
5614,10.6,A,EUR
5615,93.8,A,CNY
5616,11,A,USD
5617,9.9,A,EUR
5618,12.6,A,USD
5619,10.8,A,EUR
5620,82.6,A,CNY
5621,14.9,A,USD
5622,11.9,A,EUR
5623,14.9,A,USD
5624,12.4,A,USD
5625,10.8,A,EUR
5626,68.6,A,CNY
5627,13.8,A,USD
5628,85.2,A,CNY
5629,88.3,A,CNY
5630,14.1,A,USD
5631,12.9,A,USD
5632,80.9,A,CNY
5633,12.7,A,EUR
5634,11.6,A,USD
5635,82.2,A,CNY
5636,14,A,USD
5637,11,A,USD
5638,13.1,A,USD
5639,11.5,A,USD
5640,92.3,A,CNY
5641,13.2,A,USD
5642,12.3,A,USD
5643,79.5,A,CNY
5644,13,A,USD
5645,93.2,A,CNY
5646,14.3,A,USD
5647,88,A,CNY
5648,12.7,A,USD
5649,14.6,A,USD
5650,107.1,A,CNY
5651,13.2,A,USD
5652,74,A,CNY
5653,13.2,A,USD
5654,12.4,A,USD
5655,11.8,A,EUR
5656,13.8,A,USD
5657,12.1,A,USD
5658,95,A,CNY
5659,10.4,A,EUR
5660,92.8,A,CNY
5661,12.7,A,USD
5662,11,A,EUR
5663,86.8,A,CNY
5664,13.3,A,USD
5665,88.2,A,CNY
5666,13,A,USD
5667,15.4,A,USD
5668,11.9,A,USD
5669,13.4,A,USD
5670,11.4,A,USD
5671,90.6,A,CNY
5672,93.2,A,CNY
5673,10.6,A,EUR
5674,13.5,A,USD
5675,80,A,CNY
5676,11.7,A,EUR
5677,11.2,A,EUR
5678,13.1,A,USD
5679,15,A,USD
5680,12.7,A,EUR
5681,12.4,A,USD
5682,10.7,A,EUR
5683,12.4,A,EUR
5684,81.9,A,CNY
5685,14.7,A,USD
5686,11.9,A,EUR
5687,9.8,A,USD
5688,11.3,A,USD
5689,92.5,A,CNY
5690,83.9,A,CNY
5691,12.8,A,USD
5692,12.4,A,USD
5693,9.7,A,EUR
5694,83.2,A,CNY
5695,13.2,A,EUR
5696,12.3,A,USD
5697,11.5,A,EUR
5698,14.4,A,USD
5699,12.6,A,USD
5700,76.1,A,CNY
5701,12.9,A,USD
5702,13,A,USD
5703,12.6,A,USD
5704,10.1,A,EUR
5705,12.3,A,USD
5706,14.4,A,USD
5707,16.1,A,USD
5708,100.7,A,CNY
5709,12.4,A,EUR
5710,11.2,A,USD
5711,11.6,A,USD
5712,11.8,A,EUR
5713,95.7,A,CNY
5714,14.8,A,USD
5715,13.8,A,EUR
5716,93.4,A,CNY
5717,12.4,A,EUR
5718,12.9,A,USD
5719,10.7,A,EUR
5720,88.6,A,CNY
5721,10,A,EUR
5722,95.4,A,CNY
5723,12.5,A,USD
5724,13.4,A,EUR
5725,89.3,A,CNY
5726,87.4,A,CNY
5727,12.8,A,USD
5728,90.2,A,CNY
5729,13.6,A,USD
5730,100.7,A,CNY
5731,72.7,A,CNY
5732,89.9,A,CNY
5733,12.9,A,EUR
5734,10,A,USD
5735,85.7,A,CNY
5736,90.5,A,CNY
5737,11.1,A,EUR
5738,77.7,A,CNY
5739,11.3,A,USD
5740,10.8,A,EUR
5741,12.5,A,EUR
5742,13,A,USD
5743,8.1,A,EUR
5744,14.4,A,USD
5745,9.7,A,EUR
5746,14,A,USD
5747,11.7,A,EUR
5748,98.2,A,CNY
5749,91.8,A,CNY
5750,11.2,A,EUR
5751,93,A,CNY
5752,13.2,A,USD
5753,11.6,A,EUR
5754,12.9,A,EUR
5755,11.4,A,EUR
5756,101,A,CNY
5757,79.7,A,CNY
5758,13.5,A,USD
5759,11.2,A,EUR
5760,11.5,A,EUR
5761,95,A,CNY
5762,87.5,A,CNY
5763,10.7,A,USD
5764,90.4,A,CNY
5765,14.2,A,USD
5766,14.5,A,USD
5767,13.8,A,USD
